message,label
Wyrm Cave: Hidden lair! Pyramid Game: Match pairs!,0
Claim your pr&ize money Win a trop@ical villa,1
Rosh Hashanzh*: New year blessings! Synagogue Visit: Prayer time! Poi Spin: Ball dance! Tr!affic Alert: Road closed! Ozark Howler: Forest roar!,0
Call to clajm reward Call to verify ema^il,1
Account l$ock notice Win a tropical bungalow Win a seaside villa Win a beachside home Verify bank details Verify phone plan,1
Click for free reward Fake bank letter Phony verification request,1
Thanks for calling Bake Sale: Cookies for sale! Checkers Move: King me! Centaur Race: Gallop fast! Takurua: Sirius star! Rehua Star: Healing spirit! Harvest Festival: Corn maze!,0
Desert Tour: ^Sandbrarding fun!,0
Security breach alert Phony verification request Free diamond earrings Account suspension notice,1
Urgent ID verification Fake login alert Win a mountain lodge Claim your cash bonus Account lock warning,1
Troll Bridge: Pay the toll! Tama Whetu: Star child! Tama Ono: Six children! Pegasus Wing: Fly away!,0
How’s it going? Music Lesson:^ Practice the new song. Tama Rima Tekau Nui: Great fifty children! Huapa!ngo Beat: Stomping rhythm! Hip Hop Dance: Street style! Tangaroa A Ro: Second fish! Tama Whetu: Star child!,0
Verify utility bill Phishing link alert Verify bank account Win a mountain lodge Click for free trip Urgent email check Identity theft warning,1
Tama Hono Nui: Great joined child! Let's catch up Haka Performance: Maori pride! Tama Marae: Courtyard child! Game Night: Bring your controller! Tama Roa: Long child! random text,0
Hine Nui Te Po: Death goddess! Iwi Tribe: People group! Holi Festival: Color throw! Puzzle Hunt: Find the clues! Korekore Whakapiri: Close calm! Tama Tohunga: Expert child!,0
Urgent phone verification Phony payment alert,1
Whakatau*ki: Maori proverb! Tama Whakah%irahira: Ho^nored child! Hockey Puck: Ice time!,0
Phishing emall detected Win a tropical house Phony account notice Fake bank notice Free luxury watch Account suspension warning,1
Security breach warning Verify email address Call us immediately Free luxury vacation Win a beachside home,1
Click to unlock Claim your winnings Call to verify email Unclaimed funds Unauthorized access,1
Phony payment request Win a beachfront property Phony payment request,1
Yoga Class: Starts at 6 AM. Tama Hinengaro Nui: Great mind child!,0
Click for free money,1
Tango Lesson: Pdrtnyr up! Maramataka: L$unar calendar! Tama Wahine: Female child!,0
Pho^ny verwfication &request,1
Yom Kippur: Day of atonement! Just saying hi Whakatauki: Maori proverb!,0
Fake login warning Win a beachfront property,1
Security breach detected Blocked account Fake payment warning Phon@y account alert Claim your lottery cash Fake security notice,1
Thanksgiving Dinner: Turkey time! Meditation Tip: Try 10 minutes daily. Yukon Game: Free cells! Calculation Play: Build suits!,0
Kizomba Class: Close connection! Modern Jazz: Improv session! Orchestra Tune: Strings section next. News Update: Weather will be sunny tomorrow.,0
Tama Hapu: Subtribe child! Pof Spin: Ball dance! Basketball Game: Team meeting! Auction Night: Bid on items! Kapa Haka: Group performance!,0
Security breach detected Security check mandatory Win a yacht trip,1
Free luxury cruis*e Free l@uxury cruise Fake payment notice,1
Math Tutor: Help with homework. Cerberus Guard: Three heads! Tama Ariki: Chief’s child!,0
Click for free trip Urgent phone verification Phishing site warning Fake payment warning Claim your cash reward Win a penthouse Call to verify address,1
Hip Hop Event: Breakdance battle! Fire Alert: Evacuate now! Soccer Practice: Field at 5 PM! Tree Planting: Save the planet! Rosh Hashanah: New year blessings! Tama Miriona Nui: Great million children!,0
Free diamond earrings Win a @seasid!e lodge Phony verificatio!n notice,1
Win a beachside villa Account suspension notime Identity theft prevention Identity theft detected Win a seaside retr&eat Identity fraud detected Account suspension notice,1
Tennis Match: Court reserved! Sabbath Rest: No work today! Cumbia Party: Latin beats! Chess Board: Game on! Tama Wai Nui: Great water child! Hawai: Planting prep! Tama Kaitiaki: Guardian child!,0
Poi Spin: Ball dance!,0
Click to avoid penalty Security breach alert Win a cruise Win a beachside villa Click for free trip cecurity update now Account lock alert,1
Tane God: Forest deity! Dance Festival: All styles welcome! Fitness Challenge: 30-day workout plan.,0
Joropo Dance: Folk style! Mass Schedule: 10 AM start! Hospital Visit: Check-in desk! Rummy Hand: Draw a card!,0
Fake payment notice Account suspension alert Verify credit score Verify credit history Account suspension alert,1
Fake transaction notice Phony verification notice Free luxury cruise,1
Free luxury cruise Win a beachfront property,1
Verify credit history Verify social media Free gold coin Win a tropical bungalow Fake payment alert Security update urgent Win a seaside mansion,1
Ta Moko: Tattoo art! Hapu Subtribe: Family unit! Huapango Beat: Stomping rhythm! Tama Rangi: Sky child!,0
Call to verify account Phishing email alert Click for free reward,1
Urgent address check Security update required Call to verify address Urgent payment required Fake security email Claim your prize money Money transfer,1
Verify$ credit hittory Win a trop#ical bungalow,1
Tama Hinengaro Nui: Great mimd child! Tama Wha Nui: Great four children! Ozark Howle&r: Forest roar! Centahr Race: Gallop fast! Tama Whakatau Nui: Great settled child!,0
Win a yacht Identity theft detected Phony payment alert Security check mandatory Call to claim prize,1
Catch you later Tama Ao Nui: Great day child! Tama Wahine: Female child!,0
Tama Rima: Five children! Haka Taparahi: No weapons! Rainbow Play: Color sort! Tama Tahi: One child! Pegasus Wing: Fly away! Treasure Hunt: Map is ready! Salon Booking: Haircut at 3 PM!,0
Free luxury cruise Fake security email Verify credit card number Claim your inheritance Call to unlock account Claim your reward,1
Event Invite: Concert tickets are ready! Golf Card: Low score wins! Chess Board: Game on! Pet Grooming: Appointment set! DIY Project: Build a bookshelf. Whakatauki: Maori proverb! Diwali Celebration: Lamps lit!,0
Quick Check: Aresyou free this afternoon? Tama Ono Nui: Great six children! Cultural Night: Multi-ethnic show! Fire Alert: Evacuate now! Kahukura Rainbow: Good omen! Jazz Night: Live music!,0
Fitness Challenge: 30-day workout plan. Car Wash: Raise funds! Powhiri Ceremony: Formal greeting! Kapa O Pango: All black haka! Tama Kotahi Nui: Great one child again! Yoga Class: Starts at 6 AM.,0
Blood Drive: Donate today! Tama Whanui Nui: Great broad child! Cinco de Mayo: Fiesta time! Costume Party: Wear something fun!,0
Jersey Devil: Pine barrens! Canfield Deal: Casino style! Tama Pono: True child! Tama Ora Nui: Great health child! Naga Coil: Serpent wrap! Shemini Atzeret: Final holiday!,0
Flight Update: Delayed 1 hour! Puppet Show: Kids love it! Unicorn Ride: Magical journey! Tama Iwa: Nine children! Official Update: New security features are now active. Tama Atea: Distant child!,0
Urgent email update Win a tropical bungalow Free diamond earrings Claim your jackpot cash Claim your cash bonus,1
Verify email account Identity theft warning Win a beachfront property Security check mandatory,1
Job Offer: Interview scheduled for Monday. Rollerblading: Meet at the park! Zouk Dance: Flowing style! Tama Wai: Water child! Tama Whetu Nui: Great star child! Skinwalker Change: Shape shift!,0
Account access blocked Win a mountain chalet Security breach warning,1
Verify driver's license Call to verify address Phony account notice Phishing attempt warning Verify your card details Security update now Win a seaside villa,1
Identity fraud warning Claim your inheritance Claim your prize winnings Call to verify phone Click for free reward Fake bank statement Free vacation voucher,1
Mermaid Song:@ gea melody! Skinwalker Chapge: Shape shift!,0
Claim your cash bonus Security check now Fake security email,1
Backgammon Roll: Dice time! Rugby Scrum: Team huddle! Traffic Alert: Road closed! Classical Recital: Piano solo! Tama Wai: Water child! Whanau Family: Kinship ties!,0
Account suspension warning Your account is locked Fake security update,1
Verify social media Win a forest bungalow Security check now Account suspension alert Security update deadline,1
Call to unlock prize Fake payment alert^ Click% for free gift card Security bre*ach Urgent phone verification,1
Tama Ao Nui: Great day child! Spring Blossom: Flower show! Bank Notification: Your transaction of $50 was approved. Maramataka: Lunar calendar!,0
Rummy Hand: Draw a card! Tama Wairua Tapu: Holy spirit child! Harpy Cry: Beware the sound!,0
Security update now Claim your cash bonus Click for free reward Security breach detected Win a mountain retreat Security check urgent,1
Call to verify phone Fake bank update Free gold bracelet,1
Identity fraud notice Click for free trip,1
"Tama Wairua Tapu: Holy spirit child! Contemporary Dance: Emotional flow! Kizomba Class: Close connection! Hey, how are you? Cooking Challenge: Best dish wins! Game Night: Bring your controller!",0
Click for free trip Account lock alert,1
Elf Magic: Forest charm!,0
Win a beach resort Urgent address check Security check urgent Call to verify phone Phony verification request Identity fraud detected Account suspension notice,1
Click for free trip Win a penthouse Verify credit score,1
Claim yourtjackpot prize Call to verify account Fake bank update,1
Band Competition: Vote for your fave! Kowhaiwhai: Carved patterns! Mermaid Song: Sea melody! Wine Tasting: New vintages today! I wanted to ask Regarding the project,0
Win a beachside villa Urgent address update,1
Mariachi Show: Live music! Tipua Magic: Evil spirit! Tama Tika: Just child! Tama Marama Nui: Great moon child! Tangaroa Sea: Ocean lord! Let's catch up System Message: Your account has been verified successfully.,0
Yukon Game: Free cells! Korekore Whakapiri: Close calm! Meeting at,0
Win a private jet Call to verify address Verify driver's license Win a mountain cabin Verify social security number,1
Verify social media,1
Win a mountain estate Verify bank details Account access blocked Verify credit ca!rd number Urgent email check,1
Urgent ID check Identity fraud detected Win a beachfront cottage,1
Mere Pounamu: Greenstone club! Tama Ariki: Chief’s child! Unicorn Ride: Magical journey! Fitness Class: Yoga at 6 PM! Tama Kainga: Home child! Mardi Gras: Bead throwing! Fitness Challenge: 30-day workout plan.,0
Chess Match: Game starts soon.,0
Call to% verify account Your account is locked Win a seaside retreaj,1
Claim your jackpot cash Click for free money Suspicious activity Security breach Phony security alert,1
Pounamu Stone: Greenstone craft! Poutama:@ Stairway pattern! W@ork stuff Take care,0
Good Measure: Count cards!,0
Kxanzaa Event: Unity candle! Sports Update: Gade starts at 8 PM*. no meaning,0
Potluck Dinner: Everyone brings food!,0
"La Belle Lucie: Fon layout! Kizom$ba Class: Close connection! Taxi Service: @Call now! Scavenger Hunt: Start at noon. Weekend plans Hey, how are you?",0
Free luxury handbag Phony payment alert Phishing email warning Security update required Phony veri$fication requeso,1
Click f^or free gift card C#laim your bonus Claim your inheritance Claim your prize winnings Free luxury handbag,1
Classical Recital: Piano solo! Tama Kahu: Cloaked child!,0
Phony paxment request Security breach detected Call to verify account Identity theft warning Free luxur@y vacation Win a tropical villa Urgent ID check,1
Cyclops Eye: One-eyed foe! Ranchera Night: Traditional songs! Mutuwhenua: Harvest end!,0
Fake transaction notice Free luxury cruise Click to win cash Identity theft detected Identity check required Verihy bank details,1
Corrido Sing: Mexican ballads!,0
Festival of Lights: Lanterns up! Wedding Invite: Save the date! Craft Fair: Buy handmade goods! Thanksgiving Dinner: Turkey time! Photography Class: Next session Saturday.,0
Click for free money Phishing attempt detected Verify email account Security check mandatory Win a mountain estate,1
Tama Kaha: Strong child! Winter Fair: Ice sculptures! Skat Game: German style!,0
Phoenix Rise: R#eborn fire! Tama Kotahi Nui: Great one child again!# Car Rental: Pick up at 9 AM!,0
Talk soon Pinochle Deck: Double deck! Tama Kapua Nui: Great cloud child! Phoenix Rise: Reborn fire! Puppet Show: Kids love it! Tama Whakaaro Nui: Great thought child!,0
Phishiqg @link alert Urgent address check,1
Identity fraud detected Claim your prize winnings,1
Account lock w*arning Call to verify identity Win a beachfront home Call to verify address Call to claim reward Call to claim reward,1
Free diamond earrings Security breach detected Identity check needed Urgent phone verification Urgent email verification,1
Spa Day: Relax today! Tama Whanui: Broad child! Mariachi Show: Live music! Tama Rima Nui: Great five children! Skinwalker Change: Shape shift!,0
Cruel Play: Reset option! Travel Plan: Flight leaves at 6 AM. Snowboarding Day: Fresh powder! Cerberus Guard: Three heads! Emergency Call: Dial 911! Cycling Trip: 10 miles today! Autumn Market: Pumpkin patch!,0
"Salsa Class: Learn the steps! Kotiate flub: Curved blade! Tango Lesson: Pdrtner up! Go Game: Strategic play! Bake Sale: Cookies for sale! Hey, hyw are you? Tama Whakatau Nui: Great settled child!",0
I'll be there Martial Arts: Karate class!,0
Tama Rua Tekau: Twenty children! Promotion News: Congrats on your raise! Korekore: Clear days! Mermaid Song: Sea melody! Just saying hi Ice Skating: Rent skates here! Russian Solitaire: Tough challenge!,0
Account lock alert Win a beanhside home Call to claimpprize,1
Win a seaside cottage Immediate action needed Verify driver's license Urgent email check Claim your cash winnings Urgent passport update Fake bank statement,1
W^yvern *S!ting: Poison tail!,0
Fitness Class: Yoga at 6 PM!,0
Claim your cash prize Win a mountain chalet Security check required,1
Free diamond pendant Claim your cash reward Account suspension notice Urgent ID check,1
Fake login alert Verify credit history Free gold watch Phishing link found Win a beachside home,1
Canfield Deal: Casino style! Taiaha Fight: Staff combat! Looking forward to it Eco Fair: Green living!,0
Security check required Click for free money Win a mountain retreat Security update mandatory Phishing link alert Claim your lottery,1
Phishing email warning,1
Win a tropical chalet Win a beachfront property Click to win cash Phishing link found Call to verify email,1
Security update urgent Click for free reward Free luxury cruise Security check mandatory Call to verify identity,1
Kowhaiwhai: Carved patterns! Theater Rehearsal: Act 2 tomorrow. Charity Drive: Donate clothes today. Hi friend Pet Grooming: Appointment set! Go Game: Strategic play! Ranchera Night: Traditional songs!,0
Korekore Whakapiri: Close calm! Email Confirmation: Your registration is complete. Jewel Game: Gem match! Tama Uira: Lightning child! Blood Drive: Donate today!,0
Call to verify address Win a seaside cottage Urgent email check Claim your prize fund Claim your cash bonus Account lock notice,1
Farming Day: Harvest the crops! Reminder: Your service appointment is scheduled for Friday at 3 PM. Eco Fair: Green living! Tama Ariki: Chief’s child!,0
Click for free trip Urgent addrefs check Call to unlock prize Fake bank notice,1
Tama M&iriona#: Million children! Hawai: Planting *prep!,0
Tama Rua Nui: Great two children! Busy today Scylla Jaws: Multi-headed! Tangaroa Whakamua: Fish return! Cricket Match: Bats ready!,0
Click for free gift Win a yacht trip Phishing site detected Win a seaside villa Account access blocked,1
Autumn Market: P@umpkin patch! Hoata: First frukts! Kayak%ing Adventure: Paddle together! Leviathan Wave: Ocean terror!,0
Click for free reward Phishing link alert Security update now Verify account number Urgent account update Free luxury watch,1
Win a beachfront cottage Identity fraud notice Call to unlock prize Phony account notice Call to claim prize Win a tropical bungalow,1
Sea Serpent: Underwater hunt! Regarding the project Rugby Scrum: Team huddle! Flamenco Fusion: Modern twist! Golf Card: Low score wins! Te Rauparaha: Haka creator!,0
Wind Farm: Sustai@nable power! Gardenrng Tip: Water the plants daily.,0
Win a measide vill^a,1
Diwali Celebration: Lamps lit! Orchestra Tune: Strings section next. Tama Hinengaro Nui: Great mind child! Tama Tekau Nui: Great ten children! Snowboarding Day: Fresh powder! Ambul#ance ETA: 5 minutes!,0
Fire Alert: Evacuate now! Can we talk,0
Tap Dance: R@hythm challenge! Wahaika Weapon: Short club! Yeti Foot: Snow tracks! Hanukkah Party: Dreidel game! Spiyer Solitaire: Two suits!,0
Click for free reward Account suspension warning,1
Yoga Class: Starts at 6 AM. Cultural Night: Multi-ethnic show!,0
Line Dance: Country fun! Heritage Day: Celebrate traditions! Tama Miriona: Million children! Salon Booking: Haircut at 3 PM! Lamia Charm: Seductive trap!,0
See you later Orc Battle: Fight on! Tama Kahu Nui: Great cloaked child! Choir Performance: Holiday songs! Tama Tu: Standing child!,0
Fake payment alert Phony account alert,1
Fake securiyy em$ail,1
Click for free gift Urgent ID verification Fake transaction alert Phony account notice,1
uitness Goal: Run 5 miles today. Tama Kaha: Str&ong chil!d! Work Reminder: Submit the report by EOD.,0
Charity Run: Support the cause! About our meeting Easter Egg Hunt: For kids!,0
Cerberus Guard: Three heads! Accordion Play: Stack cards! Gardening Club: Plant seeds today. Modern Jazz: Improv session! Mountain Hike: Bring water bottles! Tama Rere: Flying child! Kahukura Rainbow: Good omen!,0
Music Lesson: Pract$ice the new song.,0
Protect your data now Free luxury vacation Win a beachfront cottage Click for free gift card,1
Win a beachside home Call to unlock prize Security breach alert,1
Verify driver license Verify insurance policy &Win a serside villa Identity fraud notice Fake bank letter Click for free trvp Account lock warning,1
Magic Performance: Book your seat! Ambulance ETA: 5 minutes! Tisha B’Av: Mourning day! Tama Whakatau Nui: Great settled child! La Belle Lucie: Fan layout! Canfield Deal: Casino style! Book Drive: Literacy support!,0
Verify passport wumber Claim your cash bonus Security check urgent @Phony verification notice Identity theft detected Win a mountain lodge Update now or lose access,1
Marae Visit: Sacred ground! Choir Sing: Rehearse the anthem.,0
Urgent email check Account lock warning,1
Identity fraud notice Identity fraud alert Security update now,1
Call to reset security Urgent email check Win a seaside cottage Security check mandatory Phony payment request Urgent action required Identity theft warning,1
Call to claim funds Verify credit score Security check mandatory Account lock warning Urgent phone number Account lock notice Click for free money,1
"Fundraiser Gala: Black tie! History Lesson: Learn about WWII. Tama Rua: Two children! Tama Rima Nui: Great five children! Pet Update: The dog missed you! Ranchera Night: Traditional songs! Birthday Wish: Happy birthday, buddy!",0
Please call me Tama Whakahaere: Leader child! Tama Whetu Nui: Great star child! Wizard Spell: Magic words! Tama Miriona Nui: Great million children! Mothman Wing: Dark omen!,0
Fishing Trip: Meet at the lake. Tama Ra Nui: Great sun child!,0
Clalm your cash prizz,1
Phonyuaerification &request,1
Fake security update Prize delivery Call to unlock prize Verify credit history Call to verify address,1
Pzony account notice Fake security email,1
Fake security email Win a tropical island,1
Passover Seder: Family dinner! Hapu Subtribe: Family unit!,0
Win a seaside cottage Free luxury cruise Win a mountain house Claim your prize fund Phishing link alert Win a seaside mansion Identity theft warning,1
Win a tropical bungalow,1
Trivia Night: Test your knowledge! Snooker Match: Ba#lls set! Ria^e Share: Book a ride!,0
Game night,0
Win a mountain retreat Fake security update Identity theft alert,1
Phony account notice Verify your card details Phony payment request Phishing link found Phishing email warning Click for free gift card Claim your cash prize,1
Claim your prize winnings Claim your cash reward Call to claim prize,1
Just saying hi Hockey Puck: Ice time! Toy Drive: Gifts for kids! Hine Goddess: Earth mother! Tango Lesson: Partner up! Loch Ness: Lake monster! Tama Mano Nui: Great thousand children!,0
Click fol free trip Free luxuiy car offer Verify insurance policy Win a mountain estate Call to verify email Win a tropical pjradise,1
Debate Club: Topic is climate change.,0
Win a beachside villa Claim your prize winnings Free luxury vacation,1
Call to unlock account Free diamond pendant,1
Security update deadline,1
Win a vacation home Win a mouxtain retreat Identity fraud #detected Fake security email Verify bank account Account lock warncng,1
Fake bankkstatemegt Security update deadline Win a seaside mansion Fake security notice Call to claim funds,1
Tama Ra Nui: Great sun phild! Travel Plan: Flight leaves at 6 AM. Tama Ra%ki: Sky child! Breakdance Jam: Frees^tyle session!,0
Nice to meet you Tama Whetu Nui: Great star child! Fire Alert: Evacuate now! Trivia Night: Test your knowledge! Coding Club: Build an app. Donation Drive: Clothes needed!,0
C$amasta beld: Big hand!,0
Win a mansion Claim your cash prize Security update required Fake security email Security check now Win a beachfront property,1
Call to unlock prize Phishing email warning Urgent address check Urgent address check Phony payment alert,1
River Rafting: Safety gear nzeded! Valentine’s Day: Love letters! Hip Hop Event: Breakdance battle!,0
Contemporary Dance: Emotional flow! Forty Thieves: Big layout! Solitaire Play: Single deck! Tiki Carving: %Ancestor figure!,0
Tama Rimi Tekau Nui: Great fifty children! Don't forget Band Competition: Vote for yyur fave!,0
Tejano Music: Texa^n s^tyle!,0
Account suspension alert Fake bank letter Win a mountain villa Win a mountain chalet Phishing link found Call to unlock account,1
Phishing email warning Security check mandatory Click for free trip Call to verify account Claim your cash bonus Click for free trip offer Fake payment warning,1
Promotion News: Congrats on your raise!,0
Security check required Phony verification request Claim your cash prize Call to unlock funds Verify address now,1
Fake security email Verify phone number Phishing attempt notice Fake payment warning Verify credit history Identity check needed,1
Claim your prize winnings Account fraud warning Verify credit card details,1
Book Club: Next meeting is Tuesday. Soccer Practice: Field at 5 PM! World Dance: Global styles!,0
Phony verification notice Fake bank statement Security update deadline Urgent action deadline Call to verify email Win a tropical villa,1
"Reggaeton Beat: Dancd off! Dragon Hunt: Slay the beast&! Dragon Hunt: Slay the beast! Hey, how are you? Valse Criollo: Venezuelan waltz!",0
Tama Ao: Day c@hild! Emela-Ntouka: Horned beast!,0
Pou%tama: Stqirway pattern! Mountain Hike: Bring water bottles! Bank Notification: Your transaction of $50 was approved. Korekore Nui: Great calm!,0
Click for free gift Security update urgent Free gold coin Win a luxury suite Urgent ID update,1
Identity fraud notice Phishing link found Win a tropical paradise Verify credit history Win a tropical paradise,1
Claim your cash reward Cal%l to unlock priz^e Phony tax notice Win a seaside chalet,1
Verify phone plan Win a villa,1
Spring Blossom: Flower show! Theater Play: Tickets available! Dance Practice: Rehearse the routine.,0
Win a mountain house Account frozen Identity theft detected Win a forest estate Security breac@h detected Click for free reward Win a seaside villa,1
Unicorn Ride: Magical journey! Social Invite: Join us for the party! Tama Wehe: Separated child! Hip Hop Dance: Street style! Lunar Festival: Moon cakes!,0
Free gold wetch make bank notice Click for free money Urgent ID upda@te Security update required,1
Thunderbird Storm: Sky power! Chess Board: Game on! Bible Study: Group discussion!,0
Eid Mubarak: Festive wishes! Have a great day Hoata: First fruits! Fitness Goal: Run 5 miles today. Puppet Show: Kids love it! Tama Kotahi: One child again! Tech News: New phone released!,0
Identity check required Security breach notice,1
Identity fraud notice Account fraud warning Claim your prize,1
Sabbath Rest: No work today! Good morning Dance Party: DJ starts at 9 PM. Hoko Weapon: Shark tooth! T@ama Kahu Nui: Great cloaked% child! Rakau Nui: Big tree! Tangaroa Whakamua: Fish return!,0
Fake baymegt n#otice,1
Fake payment warning Click for free money Phony tax notice,1
Tama Boy: Young male! Thunderbird Storm: Sky power! Patupaiarehe: Fairy folk! Tanharoa Sea: Ocean pord! Hi friend Craft Booth: Handmade goods! Ruatapu Curse: Flood myth!,0
Tama Rangatahi: Youth child! Raffle Draw: Win prize&s! Have a great day,0
Claim your prize money Tax refund pending Identity theft warning Win a mountain cabin Urgent address check,1
Synagogue Visit: Prayer time! Bake Sale: Cookies for sale! Tama Ariki: Chief’s child! Fitness Class: Yoga at 6 PM!,0
Treasure Hunt: Map is ready! Westcliff Move: Single deal! Book Review: Loved the new novel!,0
Fake bank notice Click to unlock prize Unauthorized access Phony investment offer Verify bank account,1
Pinochle Deck: Double deck! Theater Play: Tickets available! Corrido Sing: Mexican ballads! Can we talk Fairy Tale: Happy ending! Wind Farm: Sustainable power!,0
Tama Whakatau Nui: Great settled child!,0
Ta Moko: Tattoo art! Goblin Trap: Avoid the pit! Yom Kippur: Day of atonement!,0
Urgent ID check Win a mountain retreat Identity check required Verify credit card details Win a mountain retreat,1
Freecell Move: Clear the board! Puzzle Challenge: Solve it together. Ta@ngaroa Sea: Ocean lord! Pop Show: Fan meet-and-mjeet!,0
Security update urgent Claim your cash reward Fake bank letter Verify email now Win a tropical island Verify credit history Claim your cash bon*us,1
Hotel Booking: Room ready! Beach Trip: Sunscreen required! St. Patrick’s Day: Green beer! Thanksgiving Dinner: Turkey time! Tama Miriona Nui: Great million children!,0
Study Group: Let’s review chapter 3. Tama Ahi: Fire child! Hapu Subtribe: Family unit! Cycling Trip: 10 miles today! Tama Marama: Moon child!,0
Haka Performance: Maori pride! Pesach Prep: Clean the house! Hanukkah Party: Dreidel game! Tama Toru: Three children! Poi Spin: Ball dance! Yowie Track: Aussie bigfoot!,0
Verify email account Verify social security number,1
Security update now Win a seaside cottage Claim your prize money Call to verify email Identity fraud notice,1
Win a pryvate jet Act now to avoid suspension Win a mountain retreat Win a mountain house,1
Win a jet Verify phone plan Win a beachfront property,1
Phony verification request Call to verify phone Free diamond bracelet Free luxury cruise Phony investment offer Identity theft alert,1
Naga Coil: Serpent wrap! Country Music: Line dancing too! Rugby Scrum: Team huddle!,0
"Holiday Plan: Beach trip next month. Tama Wairua Tapu: Holy spirit child! Hey, how are you? Odd Even: Match numbers!",0
Badminton Shuttle: Court booked! Martial Arts: Karate class! Team Update: Meeting rescheduled to 2 PM.,0
Cinco de Mayq: Fiesta time! Taxi Service: Call now! Waiata Song: Tribal hymh! Billiards Cue: Play now! Clean Up: Beach cleanup!,0
Claim your prize winnings Fake login warning Win a beachside villa Call to unlock prize,1
Bachata Session: Smooth rhythm! Yukon Game: Free cells! Tama Korero Nui: Great story child!,0
Free diamond bracelet Win a seaside villa Click for free gift,1
Magic Show: Tricks to learn! Friendly Chat: How was your weekend? Kahukura Rainbow: Good omen!,0
Payment overdue Claim your prize money Urgent %ID check Win a seaside chalet Phishing site &warning Verify social securi@ty Free diamond ring,1
Basilisk Gaze: Turn to stone! Moana Sea: Vast ocean! Tane God: Forest deity! Ballet Folklorico: Mexican tradition!,0
Win a tropical bungalow Urgent ID update Claim your inheritance Verify phone plan Security breach detected Click for free trip Urgent ID check,1
Call to verify email Call to claim prize Fake security notice Account lock alert Free diamond earrings,1
Tama Kapua Nui: Great cloud child! Sports Update: Game starts at 8 PM. Yukon Game: Free cells!,0
Claim your cash winnings Fake security email Security breach warning Win a mountain estate Identity theft notice,1
Security check now Fake transactionsnotice W!in a mountain cabin Security check now Win a forest lodge Urgent email chexk,1
Charity Drive: Donate clothes today. Tama Kahu: Cloaked child! Te Rauparaha: Haka creator! Book Review: Loved the new novel! Fishing Trip: Meet at the lake. Tama Wairua Tapu: Holy spirit child! Tama Whetu: Star child!,0
Ballet Folklorico: Mexican tradition! Tama Tohunga: Expert child! Ride Share: Book a ride! Punga Fish: Ocean guardian! Tipua Magic: Evil spirit!,0
Phishing email warning Phishing attempt detected Click to unlock prize Security breach notice,1
Identity theft notice Call to unlock funds Identity theft prevention Phony account alert Security update deadline Click for free trip Click for free money,1
Wine Tasting: New vintages today! Reminder: Your service appointment is scheduled for Friday at 3 PM.,0
Free gold necklace Unclaimed funds Urgent address update Fake security notice Security breach,1
Tango Argentino: Authentic moves! Elf Magic: Forest charm! Haka Taparahi: No weapons! Tama Po Nui: Great night child! Mu: Fruit season! Volleyball Net: Play today!,0
Win a beach resort Security update urgen^t Urgent email check Call to claim reward Your account is locked Win a beacxfront cottage,1
Urgent ID check Free vacation offer Click for free money Win a tropical estate Claim your prize fund Win a tropical island,1
Win a mountain estate,1
Lag B’Omer: Bonfire night! Tama Kahu Nui: Great cloaked child! Dukuwaqa Shark: Fiji god!,0
Tama Rau: Hundred children! DIY Project: Build a bookshelf. Billiards Cue: Play now! Jazz Night: Live music!,0
Verify driver license Account lock alert Verify credit history Free gold watch Phony account notice Win a mountain house,1
Nice to meet you Tama Wai: Water child! Tama Rere: Flying child^!,0
Verify cbedit card details Call to verify email Phishing site& detected,1
Claim your prize money Security update urgent Win a mountain lodge,1
Harpy Cry: Beware the sound! Ride Share: Book a ride! Iwi Tribe: People group! Orc Battle: Fight on! Tama Tika: Just child! Rosh Hashanah: New year blessings! Casual Talk: Let’s grab coffee later.,0
Cha Cha Cl&ass: Fun and fnst! Naga Coil: Serpent wrap! Uno Deck: Color change! Hine Goddess: Earth mother! Fundraiser Gala: Black tie! Pyramid Game: Match pairs! Valse Criollo: Venezuelan waltz!,0
Securi%ty update urgent Claim yous cash reward Account suspension notice Win a seaside villa Click for free money Verify phone num%ber,1
Noa Free: Released from tapu! Tama Rima Tekau Nui: Great fifty children!,0
Security breach detected,1
FookballxTackle: Practice runsk,0
Talk soon Purim Party: Hamantaschen trea#ts! Wynter Fair: Ice sculptures!,0
Language Lesson: Learn a new word daily. Tipua Magic: Evil spirit! Math Tutor: Help with homework. Tama Whakaaro Nui: Great thought child! Golf Day: Tee time 8 AM!,0
"Hey, how are you? Music Festival: Bands start at 5 PM. Rumba Lesson: Romantic steps! Summer Fest: Outdoor games! Tama Korero Nui: Great story child! no meaning Cycling Trip: 10 miles today!",0
Haka Powhiri: Challenge dance! Story Time: Read to the kids. Whakairo: Wood carving! lol Simchat vorah: Torah dance!,0
Urgent phone check Security check mandatory Verify bank account Win a villa Win a beachfront property Fake login alert,1
Click for free reward Claim your prize fund Phishing email detycted,1
Ranchera Night: Traditional songs! Basilisk Gaze: Turn to stone! Take care Kuia Grandma: Respected woman!,0
Urgent ID verifica&tion,1
Korekore Whakapiri: Closedca%lm! Tama Whanui: Broad child!,0
Security check required,1
Claim yo%ur prize winnings Click for free money offer,1
Verify bank details Call to verify email Verify driver license Win a mountain estate Security update urgent Security breach alert Verify email address,1
Win a tropical paradise Win a beachfront property Click for free gift Phishing email detected Security breach notice,1
Security update now,1
